Country Name,Country Code,Year,Value
Albania,ALB,1990,24
Albania,ALB,1991,21
Albania,ALB,1992,23
Albania,ALB,1993,25
Albania,ALB,1994,26
Albania,ALB,1995,27
Albania,ALB,1996,27
Albania,ALB,1997,27
Albania,ALB,1998,27
Albania,ALB,1999,27
Albania,ALB,2000,26
Albania,ALB,2001,26
Albania,ALB,2002,31
Albania,ALB,2003,31
Albania,ALB,2004,31
Albania,ALB,2005,30
Albania,ALB,2006,31
Albania,ALB,2007,30
Albania,ALB,2008,29
Albania,ALB,2009,31
Albania,ALB,2010,31
Albania,ALB,2011,29
Albania,ALB,2012,28
Albania,ALB,2014,34
Albania,ALB,2015,32
Albania,ALB,2016,33
Albania,ALB,2017,33
Albania,ALB,2018,30
Albania,ALB,2019,31
Albania,ALB,2020,31
Albania,ALB,2021,32






Australia,AUS,1981,31
Australia,AUS,1985,32
Australia,AUS,1989,33
Australia,AUS,1995,32
Australia,AUS,2001,33
Australia,AUS,2002,32
Australia,AUS,2003,33
Australia,AUS,2004,33
Australia,AUS,2005,32
Australia,AUS,2006,33
Australia,AUS,2007,34
Australia,AUS,2008,35
Australia,AUS,2009,35
Australia,AUS,2010,34
Australia,AUS,2011,35
Australia,AUS,2012,35
Australia,AUS,2013,35
Australia,AUS,2014,34
Australia,AUS,2015,35
Australia,AUS,2016,33
Australia,AUS,2017,35
Australia,AUS,2018,34
Australia,AUS,2019,34
Australia,AUS,2020,34
Australia,AUS,2021,35







Austria,AUT,1987,23
Austria,AUT,1994,31
Austria,AUT,1995,31
Austria,AUT,1997,30
Austria,AUT,2000,28
Austria,AUT,2003,29
Austria,AUT,2004,29
Austria,AUT,2005,28
Austria,AUT,2006,29
Austria,AUT,2007,30
Austria,AUT,2008,30
Austria,AUT,2009,31
Austria,AUT,2010,30
Austria,AUT,2011,30
Austria,AUT,2012,30
Austria,AUT,2013,31
Austria,AUT,2014,31
Austria,AUT,2015,31
Austria,AUT,2016,31
Austria,AUT,2017,30
Austria,AUT,2018,31
Austria,AUT,2019,30






Belarus,BLR,1993,22
Belarus,BLR,1995,29
Belarus,BLR,1998,32
Belarus,BLR,1999,31
Belarus,BLR,2000,31
Belarus,BLR,2001,30
Belarus,BLR,2002,30
Belarus,BLR,2003,29
Belarus,BLR,2004,26
Belarus,BLR,2005,27
Belarus,BLR,2006,28
Belarus,BLR,2007,29
Belarus,BLR,2008,27
Belarus,BLR,2009,27
Belarus,BLR,2010,29
Belarus,BLR,2011,27
Belarus,BLR,2012,26
Belarus,BLR,2013,26
Belarus,BLR,2014,27
Belarus,BLR,2015,26
Belarus,BLR,2016,25
Belarus,BLR,2017,25
Belarus,BLR,2018,25
Belarus,BLR,2019,25
Belarus,BLR,2020,24



Belgium,BEL,1985,25
Belgium,BEL,1988,26
Belgium,BEL,1992,25
Belgium,BEL,1995,28
Belgium,BEL,1997,26
Belgium,BEL,2000,33
Belgium,BEL,2003,28
Belgium,BEL,2004,31
Belgium,BEL,2005,29
Belgium,BEL,2006,28
Belgium,BEL,2007,29
Belgium,BEL,2008,28
Belgium,BEL,2009,28
Belgium,BEL,2010,28
Belgium,BEL,2011,28
Belgium,BEL,2012,27
Belgium,BEL,2013,28
Belgium,BEL,2014,28
Belgium,BEL,2015,28
Belgium,BEL,2016,28
Belgium,BEL,2017,27
Belgium,BEL,2018,27
Belgium,BEL,2019,27





Brazil,BRA,1981,57
Brazil,BRA,1982,58
Brazil,BRA,1983,59
Brazil,BRA,1984,58
Brazil,BRA,1985,56
Brazil,BRA,1986,58
Brazil,BRA,1987,59
Brazil,BRA,1988,61
Brazil,BRA,1989,63
Brazil,BRA,1990,60
Brazil,BRA,1992,53
Brazil,BRA,1993,60
Brazil,BRA,1995,60
Brazil,BRA,1996,60
Brazil,BRA,1997,60
Brazil,BRA,1998,60
Brazil,BRA,1999,59
Brazil,BRA,2001,58
Brazil,BRA,2002,58
Brazil,BRA,2003,57
Brazil,BRA,2004,56
Brazil,BRA,2005,56
Brazil,BRA,2006,55
Brazil,BRA,2007,54
Brazil,BRA,2008,54
Brazil,BRA,2009,54
Brazil,BRA,2011,53
Brazil,BRA,2012,53
Brazil,BRA,2013,53
Brazil,BRA,2014,52
Brazil,BRA,2015,52
Brazil,BRA,2016,53
Brazil,BRA,2017,53
Brazil,BRA,2018,54
Brazil,BRA,2019,53
Brazil,BRA,2020,49




Bulgaria,BGR,1989,23
Bulgaria,BGR,1992,31
Bulgaria,BGR,1994,24
Bulgaria,BGR,1995,33
Bulgaria,BGR,1997,26
Bulgaria,BGR,2001,33
Bulgaria,BGR,2003,29
Bulgaria,BGR,2006,36
Bulgaria,BGR,2007,28
Bulgaria,BGR,2008,33
Bulgaria,BGR,2009,33
Bulgaria,BGR,2010,35
Bulgaria,BGR,2011,34
Bulgaria,BGR,2012,36
Bulgaria,BGR,2013,37
Bulgaria,BGR,2014,37
Bulgaria,BGR,2015,39
Bulgaria,BGR,2016,41
Bulgaria,BGR,2017,40
Bulgaria,BGR,2018,41
Bulgaria,BGR,2019,40





Canada,CAN,1971,37
Canada,CAN,1975,33
Canada,CAN,1981,32
Canada,CAN,1987,31
Canada,CAN,1991,31
Canada,CAN,1994,31
Canada,CAN,1997,31
Canada,CAN,1998,33
Canada,CAN,2000,33
Canada,CAN,2004,33
Canada,CAN,2007,33
Canada,CAN,2010,33
Canada,CAN,2012,33
Canada,CAN,2013,33
Canada,CAN,2014,33
Canada,CAN,2015,33
Canada,CAN,2016,32
Canada,CAN,2017,33





Chile,CHL,1987,56
Chile,CHL,1990,57
Chile,CHL,1992,55
Chile,CHL,1994,56
Chile,CHL,1996,55
Chile,CHL,1998,56
Chile,CHL,2000,53
Chile,CHL,2003,51
Chile,CHL,2006,47
Chile,CHL,2009,47
Chile,CHL,2011,46
Chile,CHL,2013,46
Chile,CHL,2015,44
Chile,CHL,2017,44
Chile,CHL,2020,44





China,CHN,1981,28
China,CHN,1984,27
China,CHN,1987,29
China,CHN,1990,32
China,CHN,1993,33
China,CHN,1996,35
China,CHN,1999,38
China,CHN,2002,42
China,CHN,2005,41
China,CHN,2008,43
China,CHN,2010,44
China,CHN,2011,42
China,CHN,2012,42
China,CHN,2013,39
China,CHN,2014,39
China,CHN,2015,38
China,CHN,2016,38
China,CHN,2017,39
China,CHN,2018,38
China,CHN,2019,38



China - rural,,1981,24
China - rural,,1984,26
China - rural,,1987,29
China - rural,,1990,30
China - rural,,1993,32
China - rural,,1996,33
China - rural,,1999,35
China - rural,,2002,38
China - rural,,2005,36
China - rural,,2008,39
China - rural,,2010,40
China - rural,,2011,38
China - rural,,2012,39
China - rural,,2013,33
China - rural,,2014,33
China - rural,,2015,33
China - rural,,2016,33
China - rural,,2017,34
China - rural,,2018,33
China - rural,,2019,32
China - urban,,1981,18
China - urban,,1984,17
China - urban,,1987,20
China - urban,,1990,25
China - urban,,1993,28
China - urban,,1996,29
China - urban,,1999,31
China - urban,,2002,33
China - urban,,2005,34
China - urban,,2008,35
China - urban,,2010,36
China - urban,,2011,36
China - urban,,2012,35
China - urban,,2013,36
China - urban,,2014,36
China - urban,,2015,36
China - urban,,2016,36
China - urban,,2017,36
China - urban,,2018,36
China - urban,,2019,37



Colombia,COL,1992,51
Colombia,COL,1996,57
Colombia,COL,1999,59
Colombia,COL,2000,59
Colombia,COL,2001,57
Colombia,COL,2002,56
Colombia,COL,2003,53
Colombia,COL,2004,54
Colombia,COL,2005,53
Colombia,COL,2008,55
Colombia,COL,2009,54
Colombia,COL,2010,55
Colombia,COL,2011,53
Colombia,COL,2012,52
Colombia,COL,2013,52
Colombia,COL,2014,52
Colombia,COL,2015,50
Colombia,COL,2016,50
Colombia,COL,2017,49
Colombia,COL,2018,50
Colombia,COL,2019,51
Colombia,COL,2020,54





Costa Rica,CRI,1981,47
Costa Rica,CRI,1986,34
Costa Rica,CRI,1989,46
Costa Rica,CRI,1990,45
Costa Rica,CRI,1991,47
Costa Rica,CRI,1992,46
Costa Rica,CRI,1993,46
Costa Rica,CRI,1994,47
Costa Rica,CRI,1995,46
Costa Rica,CRI,1996,47
Costa Rica,CRI,1997,46
Costa Rica,CRI,1998,46
Costa Rica,CRI,1999,48
Costa Rica,CRI,2000,48
Costa Rica,CRI,2001,52
Costa Rica,CRI,2002,52
Costa Rica,CRI,2003,49
Costa Rica,CRI,2004,48
Costa Rica,CRI,2005,47
Costa Rica,CRI,2006,49
Costa Rica,CRI,2007,49
Costa Rica,CRI,2008,48
Costa Rica,CRI,2009,51
Costa Rica,CRI,2010,48
Costa Rica,CRI,2011,49
Costa Rica,CRI,2012,48
Costa Rica,CRI,2013,49
Costa Rica,CRI,2014,48
Costa Rica,CRI,2015,48
Costa Rica,CRI,2016,48
Costa Rica,CRI,2017,48
Costa Rica,CRI,2018,47
Costa Rica,CRI,2019,48
Costa Rica,CRI,2020,49





Croatia,HRV,1998,29
Croatia,HRV,1999,28
Croatia,HRV,2000,31
Croatia,HRV,2001,31
Croatia,HRV,2004,30
Croatia,HRV,2008,34
Croatia,HRV,2009,33
Croatia,HRV,2010,27
Croatia,HRV,2011,32
Croatia,HRV,2012,32
Croatia,HRV,2013,32
Croatia,HRV,2014,32
Croatia,HRV,2015,31
Croatia,HRV,2016,31
Croatia,HRV,2017,30
Croatia,HRV,2018,29
Croatia,HRV,2019,29






Cyprus,CYP,2004,30
Cyprus,CYP,2005,30
Cyprus,CYP,2006,31
Cyprus,CYP,2007,31
Cyprus,CYP,2008,31
Cyprus,CYP,2009,32
Cyprus,CYP,2010,31
Cyprus,CYP,2011,32
Cyprus,CYP,2012,34
Cyprus,CYP,2013,37
Cyprus,CYP,2014,36
Cyprus,CYP,2015,34
Cyprus,CYP,2016,33
Cyprus,CYP,2017,31
Cyprus,CYP,2018,33
Cyprus,CYP,2019,31





Czechia,CZE,1992,21
Czechia,CZE,1993,27
Czechia,CZE,1996,26
Czechia,CZE,2002,27
Czechia,CZE,2004,28
Czechia,CZE,2005,27
Czechia,CZE,2006,27
Czechia,CZE,2007,26
Czechia,CZE,2008,26
Czechia,CZE,2009,26
Czechia,CZE,2010,27
Czechia,CZE,2011,26
Czechia,CZE,2012,26
Czechia,CZE,2013,26
Czechia,CZE,2014,26
Czechia,CZE,2015,26
Czechia,CZE,2016,25
Czechia,CZE,2017,25
Czechia,CZE,2018,25
Czechia,CZE,2019,25





Denmark,DNK,1987,26
Denmark,DNK,1992,24
Denmark,DNK,1995,22
Denmark,DNK,2000,23
Denmark,DNK,2003,25
Denmark,DNK,2004,24
Denmark,DNK,2005,25
Denmark,DNK,2006,26
Denmark,DNK,2007,26
Denmark,DNK,2008,25
Denmark,DNK,2009,27
Denmark,DNK,2010,27
Denmark,DNK,2011,27
Denmark,DNK,2012,28
Denmark,DNK,2013,29
Denmark,DNK,2014,28
Denmark,DNK,2015,28
Denmark,DNK,2016,28
Denmark,DNK,2017,29
Denmark,DNK,2018,28
Denmark,DNK,2019,28





Dominican Republic,DOM,1986,48
Dominican Republic,DOM,1989,50
Dominican Republic,DOM,1992,51
Dominican Republic,DOM,1996,47
Dominican Republic,DOM,1997,48
Dominican Republic,DOM,2000,51
Dominican Republic,DOM,2001,49
Dominican Republic,DOM,2002,49
Dominican Republic,DOM,2003,52
Dominican Republic,DOM,2004,52
Dominican Republic,DOM,2005,49
Dominican Republic,DOM,2006,51
Dominican Republic,DOM,2007,49
Dominican Republic,DOM,2008,48
Dominican Republic,DOM,2009,49
Dominican Republic,DOM,2010,47
Dominican Republic,DOM,2011,47
Dominican Republic,DOM,2012,46
Dominican Republic,DOM,2013,47
Dominican Republic,DOM,2014,44
Dominican Republic,DOM,2015,45
Dominican Republic,DOM,2016,46
Dominican Republic,DOM,2017,42
Dominican Republic,DOM,2018,44
Dominican Republic,DOM,2019,42
Dominican Republic,DOM,2020,40





Ecuador,ECU,1994,53
Ecuador,ECU,1999,58
Ecuador,ECU,2000,56
Ecuador,ECU,2003,53
Ecuador,ECU,2004,54
Ecuador,ECU,2005,53
Ecuador,ECU,2006,52
Ecuador,ECU,2007,54
Ecuador,ECU,2008,50
Ecuador,ECU,2009,49
Ecuador,ECU,2010,49
Ecuador,ECU,2011,46
Ecuador,ECU,2012,46
Ecuador,ECU,2013,47
Ecuador,ECU,2014,45
Ecuador,ECU,2015,46
Ecuador,ECU,2016,45
Ecuador,ECU,2017,45
Ecuador,ECU,2018,45
Ecuador,ECU,2019,46
Ecuador,ECU,2020,47





Egypt,EGY,1990,32
Egypt,EGY,1995,30
Egypt,EGY,1999,33
Egypt,EGY,2004,32
Egypt,EGY,2008,31
Egypt,EGY,2010,30
Egypt,EGY,2012,28
Egypt,EGY,2015,32
Egypt,EGY,2017,31







El Salvador,SLV,1991,54
El Salvador,SLV,1995,50
El Salvador,SLV,1996,51
El Salvador,SLV,1998,54
El Salvador,SLV,1999,52
El Salvador,SLV,2000,51
El Salvador,SLV,2001,51
El Salvador,SLV,2002,52
El Salvador,SLV,2003,50
El Salvador,SLV,2004,48
El Salvador,SLV,2005,48
El Salvador,SLV,2006,46
El Salvador,SLV,2007,45
El Salvador,SLV,2008,47
El Salvador,SLV,2009,46
El Salvador,SLV,2010,43
El Salvador,SLV,2011,42
El Salvador,SLV,2012,42
El Salvador,SLV,2013,43
El Salvador,SLV,2014,42
El Salvador,SLV,2015,41
El Salvador,SLV,2016,40
El Salvador,SLV,2017,38
El Salvador,SLV,2018,39
El Salvador,SLV,2019,39






Estonia,EST,1993,39
Estonia,EST,1995,30
Estonia,EST,1998,37
Estonia,EST,2000,35
Estonia,EST,2001,36
Estonia,EST,2002,35
Estonia,EST,2003,34
Estonia,EST,2004,35
Estonia,EST,2005,33
Estonia,EST,2006,33
Estonia,EST,2007,31
Estonia,EST,2008,31
Estonia,EST,2009,31
Estonia,EST,2010,32
Estonia,EST,2011,32
Estonia,EST,2012,32
Estonia,EST,2013,35
Estonia,EST,2014,34
Estonia,EST,2015,32
Estonia,EST,2016,31
Estonia,EST,2017,30
Estonia,EST,2018,30
Estonia,EST,2019,31






Finland,FIN,1987,22
Finland,FIN,1991,23
Finland,FIN,1995,23
Finland,FIN,2000,27
Finland,FIN,2003,27
Finland,FIN,2004,27
Finland,FIN,2005,27
Finland,FIN,2006,27
Finland,FIN,2007,28
Finland,FIN,2008,27
Finland,FIN,2009,27
Finland,FIN,2010,27
Finland,FIN,2011,27
Finland,FIN,2012,27
Finland,FIN,2013,27
Finland,FIN,2014,26
Finland,FIN,2015,27
Finland,FIN,2016,27
Finland,FIN,2017,27
Finland,FIN,2018,27
Finland,FIN,2019,27





France,FRA,1978,35
France,FRA,1984,36
France,FRA,1989,32
France,FRA,1994,32
France,FRA,2000,31
France,FRA,2003,31
France,FRA,2004,30
France,FRA,2005,29
France,FRA,2006,29
France,FRA,2007,32
France,FRA,2008,32
France,FRA,2009,32
France,FRA,2010,33
France,FRA,2011,33
France,FRA,2012,33
France,FRA,2013,32
France,FRA,2014,32
France,FRA,2015,32
France,FRA,2016,31
France,FRA,2017,31
France,FRA,2018,32





Georgia,GEO,1996,37
Georgia,GEO,1997,40
Georgia,GEO,1998,41
Georgia,GEO,1999,40
Georgia,GEO,2000,40
Georgia,GEO,2001,39
Georgia,GEO,2002,37
Georgia,GEO,2003,37
Georgia,GEO,2004,36
Georgia,GEO,2005,37
Georgia,GEO,2006,36
Georgia,GEO,2007,38
Georgia,GEO,2008,38
Georgia,GEO,2009,38
Georgia,GEO,2010,39
Georgia,GEO,2011,39
Georgia,GEO,2012,38
Georgia,GEO,2013,38
Georgia,GEO,2014,37
Georgia,GEO,2015,36
Georgia,GEO,2016,36
Georgia,GEO,2017,37
Georgia,GEO,2018,36
Georgia,GEO,2019,36
Georgia,GEO,2020,34




Germany,DEU,1991,29
Germany,DEU,1992,29
Germany,DEU,1993,29
Germany,DEU,1994,29
Germany,DEU,1995,29
Germany,DEU,1996,28
Germany,DEU,1997,28
Germany,DEU,1998,28
Germany,DEU,1999,29
Germany,DEU,2000,29
Germany,DEU,2001,30
Germany,DEU,2002,29
Germany,DEU,2003,30
Germany,DEU,2004,30
Germany,DEU,2005,31
Germany,DEU,2006,31
Germany,DEU,2007,31
Germany,DEU,2008,30
Germany,DEU,2009,30
Germany,DEU,2010,30
Germany,DEU,2011,30
Germany,DEU,2012,30
Germany,DEU,2013,31
Germany,DEU,2014,30
Germany,DEU,2015,31
Germany,DEU,2016,31
Germany,DEU,2017,31
Germany,DEU,2018,31






Greece,GRC,1995,37
Greece,GRC,2000,34
Greece,GRC,2003,33
Greece,GRC,2004,34
Greece,GRC,2005,35
Greece,GRC,2006,35
Greece,GRC,2007,34
Greece,GRC,2008,34
Greece,GRC,2009,34
Greece,GRC,2010,34
Greece,GRC,2011,35
Greece,GRC,2012,36
Greece,GRC,2013,36
Greece,GRC,2014,36
Greece,GRC,2015,36
Greece,GRC,2016,35
Greece,GRC,2017,34
Greece,GRC,2018,33
Greece,GRC,2019,33







Honduras,HND,1989,59
Honduras,HND,1990,57
Honduras,HND,1991,52
Honduras,HND,1992,52
Honduras,HND,1993,53
Honduras,HND,1994,55
Honduras,HND,1995,55
Honduras,HND,1996,56
Honduras,HND,1997,53
Honduras,HND,1998,57
Honduras,HND,1999,55
Honduras,HND,2001,55
Honduras,HND,2002,56
Honduras,HND,2003,58
Honduras,HND,2004,58
Honduras,HND,2005,60
Honduras,HND,2006,58
Honduras,HND,2007,56
Honduras,HND,2008,55
Honduras,HND,2009,51
Honduras,HND,2010,53
Honduras,HND,2011,53
Honduras,HND,2012,53
Honduras,HND,2013,50
Honduras,HND,2014,50
Honduras,HND,2015,49
Honduras,HND,2016,50
Honduras,HND,2017,49
Honduras,HND,2018,49
Honduras,HND,2019,48



Hungary,HUN,1987,21
Hungary,HUN,1989,25
Hungary,HUN,1991,30
Hungary,HUN,1993,28
Hungary,HUN,1994,33
Hungary,HUN,1998,26
Hungary,HUN,1999,28
Hungary,HUN,2000,27
Hungary,HUN,2001,27
Hungary,HUN,2002,27
Hungary,HUN,2003,31
Hungary,HUN,2004,30
Hungary,HUN,2005,30
Hungary,HUN,2006,29
Hungary,HUN,2007,31
Hungary,HUN,2008,28
Hungary,HUN,2009,27
Hungary,HUN,2010,29
Hungary,HUN,2011,29
Hungary,HUN,2012,30
Hungary,HUN,2013,31
Hungary,HUN,2014,31
Hungary,HUN,2015,30
Hungary,HUN,2016,30
Hungary,HUN,2017,31
Hungary,HUN,2018,30
Hungary,HUN,2019,30






Iceland,ISL,2003,27
Iceland,ISL,2004,28
Iceland,ISL,2005,29
Iceland,ISL,2006,30
Iceland,ISL,2007,29
Iceland,ISL,2008,32
Iceland,ISL,2009,29
Iceland,ISL,2010,26
Iceland,ISL,2011,27
